"Title","Year","Link","Author Keywords"
"High-affinity anticalins with aggregation-blocking activity directed against the Alzheimer β-amyloid peptide","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975132596&doi=10.1042%2fBCJ20160114&partnerID=40&md5=0e247d14aac04ed73eed77857b16aad9","Aβ; Lipocalin; Neurodegeneration; Peptide; Protein engineering."
"Protein crowding within the postsynaptic density can impede the escape of membrane proteins","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963739029&doi=10.1523%2fJNEUROSCI.3154-15.2016&partnerID=40&md5=7c8a585ce8448de1c68a6f722422e8fc","FRAP; GFP imaging; Inducible dimerization; Single-molecule tracking; Stochastic modeling; uPAINT"
"Informatics for metabolomics","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994565799&doi=10.1007%2f978-981-10-1503-8_5&partnerID=40&md5=83479ec995943c74e2b97f3905d46b82","Data acquisition and analysis; Data mining; Informatics techniques; Metabolite biomarkers; Metabolomics"
"Design and properties of 3D scaffolds for bone tissue engineering","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983356812&doi=10.1016%2fj.actbio.2016.06.032&partnerID=40&md5=4cc381e0f7126e3706d4c246e9fc3d13","Bone tissue engineering; Computational fluid dynamics; Computer-aided tissue engineering; Finite elements analysis; Porous scaffold; Voronoi tessellation method"
"InPhaDel: Integrative shotgun and proximity-ligation sequencing to phase deletions with single nucleotide polymorphisms","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979081097&doi=10.1093%2fnar%2fgkw281&partnerID=40&md5=1aea065658310455968cc3de7b6bb4e2",""
"A Controlled Design of Aligned and Random Nanofibers for 3D Bi-functionalized Nerve Conduits Fabricated via a Novel Electrospinning Set-up","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962374839&doi=10.1038%2fsrep23761&partnerID=40&md5=5bebda47b5e8560bfc2db54ead8836ec",""
"Fibers by interfacial polyelectrolyte complexation – processes, materials and applications","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959280392&doi=10.1016%2fj.mattod.2016.01.017&partnerID=40&md5=dfe7a025e2f3c92a799b9cc52f0b6252",""
"Absence of residual structure in the intrinsically disordered regulatory protein CP12 in its reduced state","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976645393&doi=10.1016%2fj.bbrc.2016.06.014&partnerID=40&md5=9aaa6ae323a81041fd841c87497b1bd4","Disulfide bond; NMR; Random coil; Redox switch; SAXS; Secondary structure predictions"
"In vitro testing of biomaterials for neural repair: Focus on cellular systems and high-content analysis","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032145336&doi=10.1089%2fbiores.2016.0025&partnerID=40&md5=c1710d36027ba3c2358f062eef8e214a","Good Laboratory Practice guidelines; Neural cell lines; Neural primary culture; Neural stem cells high-content analysis; Poly(lactic acid)"
"Decellularized Amniotic Membrane Scaffold as a Pericardial Substitute: An In Vivo Study","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994189451&doi=10.1016%2fj.transproceed.2016.07.026&partnerID=40&md5=80db980269a99ae02e4d7bdd3a4e1f7f",""
"Construction of first and second order grade anisotropic continuum media for 3D porous and textile composite structures","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956683325&doi=10.1016%2fj.compstruct.2016.01.061&partnerID=40&md5=b934199854791c5faca67817c99f124d","Anisotropic strain-gradient continua; Composites with inclusions; Effective mechanical properties; Random porous materials; Second order homogenization schemes; Woven composites"
"Intrinsic Disorder to Order Transitions in the Scaffold Phosphoprotein P from the Respiratory Syncytial Virus RNA Polymerase Complex","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961822609&doi=10.1021%2facs.biochem.5b01332&partnerID=40&md5=77c05330c03c15285dfa04e5b3de7bb0",""
"Fabrication of Aligned Conducting PPy-PLLA Fiber Films and Their Electrically Controlled Guidance and Orientation for Neurites","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973375528&doi=10.1021%2facsami.6b00957&partnerID=40&md5=3156032739c679459c1e09f8609c7895","aligned conducting fibers; electrical controlled guidance; nerve regeneration; neurites orientation; PPy-PLLA"
"Biomimetic microstructural reorganization during suture retention strength evaluation of electrospun vascular scaffolds","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938857629&doi=10.1002%2fjbm.b.33493&partnerID=40&md5=b1b0f85d83d84fbbdd55593eeeb6928a","electrospun vascular scaffold; mechanical properties; PCL; reorganization; suture retention strength"
"Bioinspired Design of Polycaprolactone Composite Nanofibers as Artificial Bone Extracellular Matrix for Bone Regeneration Application","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992212815&doi=10.1021%2facsami.6b10417&partnerID=40&md5=9e24928d8acb85639e9bce03860de110","apatite; biomimetic; bone extracellular matrix; nanofiber; peptide"
"Third-generation autologous chondrocyte implantation versus mosaicplasty for knee cartilage injury: 2-year randomized trial","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955064879&doi=10.1002%2fjor.23152&partnerID=40&md5=3862569832cb6267c086167229d3cd77","autologous chondrocyte implantation; cartilage; knee; mosaicplasty; scaffold"
"Nanofibrous polylactide composite scaffolds with electroactivity and sustained release capacity for tissue engineering","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964037845&doi=10.1039%2fc5tb02703a&partnerID=40&md5=3d61597642b31a583d5dea91e55f920a",""
"The use of collagen-based matrices in the treatment of full-thickness wounds","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990228268&doi=10.1016%2fj.burns.2016.03.017&partnerID=40&md5=0535e36d57dab36085540df5d5852b75",""
"Replicating Large Genomes: Divide and Conquer","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971434492&doi=10.1016%2fj.molcel.2016.05.007&partnerID=40&md5=ff596d07b6944b8ab9f0269daecd5d60",""
"Exploration of physical and chemical cues on retinal cell fate","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981320361&doi=10.1016%2fj.mcn.2016.07.006&partnerID=40&md5=41e7545b84ae9c05347432b06200affc","Aligned and random nanofibrous scaffolds; Laminin; Neurotrophins; Poly-ε-caprolactone; Post-natal retinal cells; Retinal tissue engineering"
"Scaffold-free Tissue Formation Under Real and Simulated Microgravity Conditions","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959301676&doi=10.1111%2fbcpt.12561&partnerID=40&md5=952793447dd65ffde3fd85d830c78761",""
"Role of Dimension and Spatial Arrangement on the Activity of Biocatalytic Cascade Reactions on Scaffolds","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981303202&doi=10.1021%2facscatal.6b01302&partnerID=40&md5=b2618243317e634e67488ceaf7b198e2","biocatalysis; enzyme cascade; enzyme immobilization; enzyme scaffold; Monte Carlo simulation; substrate channeling"
"Graphene-Modified TiO2 Microspheres Synthesized by a Facile Spray-Drying Route for Enhanced Sodium-Ion Storage","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982126544&doi=10.1002%2fppsc.201500216&partnerID=40&md5=1763053280a5e8ea148de5b357f0a27a","anode; reduced graphene oxide; sodium-ion batteries; spray-drying; TiO<sub>2</sub>        "
"Histologic characterization of regenerated tissues after pulp revascularization of immature dog teeth with apical periodontitis using tri-antibiotic paste and platelet-rich plasma","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979938921&doi=10.1016%2fj.archoralbio.2016.07.007&partnerID=40&md5=ca59b07de7be2a80686d709962df244a","Apical negative pressure irrigation; Immature tooth; Mineral trioxide aggregate; Platelet-rich plasma; Pulp regeneration; Pulp revascularization; Scaffold; Tri-antibiotic paste"
"Enhanced osteogenesis of BMP2-transfected human periodontal ligament stem cells by aligned electrospun scaffolds for bone tissue engineering","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988557207&doi=10.1166%2fjbt.2016.1491&partnerID=40&md5=e92d6cb7cd22cad199032ac54eabb375","Aligned scaffolds; Alveolar bone regeneration; Ex Vivo gene therapy; Osteogenesis; Tissue engineering"
"Improved cell infiltration of electrospun nanofiber mats for layered tissue constructs","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969404295&doi=10.1002%2fjbm.a.35676&partnerID=40&md5=f09ef21c93abfd11f88073a4146439c4","cell infiltration; collagen; layered tissue constructs; nanofibers; polycaprolactone (PCL)"
"Fabrication of scalable tissue engineering scaffolds with dual-pore microarchitecture by combining 3D printing and particle leaching","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951285885&doi=10.1016%2fj.msec.2015.12.032&partnerID=40&md5=fcad0fd583c9ee35aa5513ea95198979","3D printing; Dual pores; Random pores; Salt leaching; Scaffolds; Structured pores; Tissue engineering"
"Effects of Photobiomodulation and Mesenchymal Stem Cells on Articular Cartilage Defects in a Rabbit Model","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995917622&doi=10.1089%2fpho.2015.4028&partnerID=40&md5=998e4211aef63f7cedc5e43a5320ed9e","Articular cartilage repair; bone marrowmesenchymal stemcells; low-level laser therapy; osteochondral defect; photobiomodulation; rabbit model"
"Mechanical properties and cellular response of novel electrospun nanofibers for ligament tissue engineering: Effects of orientation and geometry","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962919815&doi=10.1016%2fj.jmbbm.2016.03.022&partnerID=40&md5=d9302b022a7f482360fdd49c6c2895bf","ACL; Knee; Material properties; Polymer; Scaffold; Tissue engineering"
"Applications of microbial cytochrome P450 enzymes in biotechnology and synthetic biology","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962555267&doi=10.1016%2fj.cbpa.2016.02.018&partnerID=40&md5=f0f3061877649eac8a5f873e15ccec81",""
"T cell interstitial migration: Motility cues from the inflamed tissue for micro- and macro-positioning","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85003016057&doi=10.3389%2ffimmu.2016.00428&partnerID=40&md5=9c38661365348c8bd83654c827ea677e","Chemokines; CNS; Extracellular matrix proteins; Inflammation; Migration; Motility; Multiphoton imaging; T cell"
"Image-based quantification of fiber alignment within electrospun tissue engineering scaffolds is related to mechanical anisotropy","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977900510&doi=10.1002%2fjbm.a.35697&partnerID=40&md5=af90919d2950f83235ec5e968a1ecdfc","aligned scaffold; electrospun; image processing; mechanical anisotropy; scaffold characterization"
"A method to design biomimetic scaffolds for bone tissue engineering based on Voronoi lattices","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964342116&doi=10.1080%2f17452759.2016.1172301&partnerID=40&md5=a1fc188dfd995a14a47d6baf2ffb344d","3D scaffolds; generative design; Voronoi diagram"
"Integration of 3D Printed and Micropatterned Polycaprolactone Scaffolds for Guidance of Oriented Collagenous Tissue Formation In Vivo","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961661616&doi=10.1002%2fadhm.201500758&partnerID=40&md5=015c659cb551d517ff654ac5dce485ae","3D printing; Cell alignment; Micropatterning; Periodontal ligaments (PDL); Polycaprolactone (PCL)"
"Selective Rare Earth Recovery Employing Filamentous Viruses with Chemically Conjugated Peptides","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027285850&doi=10.1002%2fslct.201600542&partnerID=40&md5=dd0ceba3bd1ddcb241107e1ffab11af7","Neodymium ion; peptide; phage display; rare earth; recovery"
"Surface Assembly Configurations and Packing Preferences of Fibrinogen Mediated by the Periodicity and Alignment Control of Block Copolymer Nanodomains","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983381595&doi=10.1021%2facsnano.6b03071&partnerID=40&md5=e25910e09294179873d736ae1c705877","diblock copolymer nanodomain; fibrinogen; guided protein assembly; protein adhesion; protein adsorption; protein configuration"
"Transformation of Breast Reconstruction via Additive Biomanufacturing","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974799154&doi=10.1038%2fsrep28030&partnerID=40&md5=5b9602eb9d2bccc29573dc2be93dad5a",""
"Hyaluronic acid scaffold has a neuroprotective effect in hemisection spinal cord injury","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977125831&doi=10.3171%2f2015.9.SPINE15628&partnerID=40&md5=67d2181dada8e42c727b6d1b96fc4aed","Hyaluronic acid; Lesion size; Neuroprotective; Rat; Red nucleus; Retrograde tracing; Spinal cord injury"
"Articular cartilage repair with recombinant human type II collagen/polylactide scaffold in a preliminary porcine study","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964683601&doi=10.1002%2fjor.23099&partnerID=40&md5=fa2a76722027abee343788cacbd1bc1c","ACI; cartilage repair; polylactide; recombinant type II collagen; scaffold"
"Additive and enhanced fluorescence effects of hairpin DNA template-based copper nanoparticles and their application for the detection of NAD+","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965082448&doi=10.1016%2fj.talanta.2015.12.067&partnerID=40&md5=2bb5cb4fc3610138edf8f70fe5c39b54","Copper; Fluorescence; Hairpin DNA; Metallization; NAD<sup>+</sup>; Nanoparticles"
"Advanced Engineering Materials and Modeling","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014834476&doi=10.1002%2f9781119242567&partnerID=40&md5=25d1320ba2c3e0be85edd1ed3dfb4095",""
"Role of integrin α7β1 signaling in myoblast differentiation on aligned polydioxanone scaffolds","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965103662&doi=10.1016%2fj.actbio.2016.04.046&partnerID=40&md5=0c901b27c751b6115197e1809328e30c","Biomimetic material; Muscle; Myoblast differentiation; Polydioxanone fiber alignment; Surface topography"
"Water Soluble Dual Responsive Star Copolymer for Encapsulation of Hydrophobic Dye Molecules","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995906426&doi=10.1002%2fmasy.201600045&partnerID=40&md5=2a5bf643876d24489d2f1d63c3da1c4a","atom transfer radical polymerization; dynamic light scattering; fluorescence property; lower critical solution temperature; star copolymer"
"Gum tragacanth/poly(l-lactic acid) nanofibrous scaffolds for application in regeneration of peripheral nerve damage","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953322521&doi=10.1016%2fj.carbpol.2015.12.012&partnerID=40&md5=4751bd6f2701936eac60b8208fd1de96","Align nanofibers; Gum tragacanth; Nerve regeneration; Poly(l-lactic acid)"
"Data-Driven Derivation of an ""informer Compound Set"" for Improved Selection of Active Compounds in High-Throughput Screening","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988904835&doi=10.1021%2facs.jcim.6b00244&partnerID=40&md5=de2bb7f7531e97b26cb07800444c70cd",""
"Friction and adhesion in porous biomaterial structure","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989216708&partnerID=40&md5=47f24ff4f31535ab5febfaee9e669b8d","Adhesion; Biomaterials; Friction; Porosity; Scaffolds; Tissue engineering"
"Titanium scaffold osteogenesis in healthy and osteoporotic rats is improved by the use of low-level laser therapy (GaAlAs)","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964038667&doi=10.1007%2fs10103-016-1930-y&partnerID=40&md5=7ecb34e05c484b60bae67f1e0ca6d91a","Dental implant; Laser therapy; Osseointegration; Ovariectomy; Titanium"
"Targeted Mutagenesis and Combinatorial Library Screening Enables Control of Protein Orientation on Surfaces and Increased Activity of Adsorbed Proteins","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984830652&doi=10.1021%2facs.langmuir.6b01446&partnerID=40&md5=c5a73929fdf8dfbc77575b2a8249bbb7",""
"Genetic selection of peptide aptamers that interact and inhibit both small protein B and alternative ribosome-rescue factor A of Aeromonas veronii C4","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988859926&doi=10.3389%2ffmicb.2016.01228&partnerID=40&md5=be5b3069489b07445bf7879d9649d3b0","ArfA; Genetic selection; Interaction; Peptide aptamers; SmpB"
"Cell alignment induced by anisotropic electrospun fibrous scaffolds alone has limited effect on cardiomyocyte maturation","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964426785&doi=10.1016%2fj.scr.2016.04.014&partnerID=40&md5=551f058f9c1e79d20d4a54129461b51f","Cardiomyocyte; Electrospinning; Maturation; Scaffold; Stem cell"
"Preparation and characterization of an advanced collagen aggregate from porcine acellular dermal matrix","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961962674&doi=10.1016%2fj.ijbiomac.2016.03.066&partnerID=40&md5=fefa22098a7e1517548980ccac58569d","Collagen; Collagen aggregate; Structure"
"The influence of specimen thickness and alignment on the material and failure properties of electrospun polycaprolactone nanofiber mats","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988956598&doi=10.1002%2fjbm.a.35821&partnerID=40&md5=526285fb3fe2adc0c3a63d4fc90aa769","electrospinning; mechanical characterization; nanofiber scaffolds; polycaprolactone; thickness"
"Use of ultra-high molecular weight polycaprolactone scaffolds for ACL reconstruction","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948807213&doi=10.1002%2fjor.23082&partnerID=40&md5=cbef752861238a70a01d861097bfaddd","anterior cruciate ligament; polycaprolactone; small animal model; tissue engineering"
"Counting numbers of synaptic proteins: Absolute quantification and single molecule imaging techniques","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978986915&doi=10.1117%2f1.NPh.3.4.041805&partnerID=40&md5=95bf2cf8da3677851258adb398e0fdc3","pair correlation analysis; photoactivated localization microscopy; single molecule localization microscopy; stochastic optical reconstruction microscopy"
"Fabrication of BCP/silica scaffolds with dual-pore by combining fused deposition modeling and the particle leaching method","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015393280&doi=10.3795%2fKSME-A.2016.40.10.865&partnerID=40&md5=ece0d1e39ea8cb2a7b5c77af6a2e5527","Biphasic calcium phosphate; Fused deposition modeling; Particle leaching; Scaffold; Silica particles"
"Ovine tendon collagen: Extraction, characterisation and fabrication of thin films for tissue engineering applications","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971641374&doi=10.1016%2fj.msec.2016.05.109&partnerID=40&md5=e1399130e96979e4b5a7c0ce21c60608","Biocompatibility; Cell alignment; Collagen film; Collagen type I; Ovine collagen; Tissue engineering; Unidirectional alignment"
"Hexagonal Lyotropic Liquid Crystal from Simple “Abiotic” Foldamers","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981555739&doi=10.1002%2fopen.201600007&partnerID=40&md5=4bbc72ce19518f77f2bf4f7cb85079f3","aggregation; asymmetric synthesis; helices; liquid crystals; supramolecular chemistry"
"Stochastic imperfect stability of fastener scaffold under non-uniformly distributed load","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006942305&doi=10.15986%2fj.1006-7930.2016.05.008&partnerID=40&md5=9f9ddb0e7e9f58d3753643e4d5cd2aab","Fastener steel tube scaffold; Non-uniformly distributed load; Stochastic imperfection"
"Macroporous Hydrogels Composed Entirely of Synthetic Polypeptides: Biocompatible and Enzyme Biodegradable 3D Cellular Scaffolds","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987729423&doi=10.1021%2facs.biomac.6b00817&partnerID=40&md5=e8880098c3f85ca439d25ef308673bcd",""
"Antimicrobial electrospun poly(ε-caprolactone) scaffolds for gingival fibroblast growth","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958970374&doi=10.1039%2fc6ra02486f&partnerID=40&md5=4dd5b8609fb0b903bba213d2e7e35db2",""
"Pore orientation mediated control of mechanical behavior of scaffolds and its application in cartilage-mimetic scaffold design","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938598119&doi=10.1016%2fj.jmbbm.2015.06.033&partnerID=40&md5=f3c6551d53a43876404b2d4c187080a9","Anisotropic scaffolds; Cartilage tissue engineering; Mechanical properties; Multizonal scaffolds; Pore alignment; Unidirectional freezing"
"Synthesis and Characterization of a Dual Kappa-Delta Opioid Receptor Agonist Analgesic Blocking Cocaine Reward Behavior","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947781164&doi=10.1021%2facschemneuro.5b00153&partnerID=40&md5=e67a703040083f094c8ff75bea57e0f0","cocaine addiction; delta; IBNtxA; kappa; MP1104; Opioid analgesics"
"Computational Analysis and In silico Predictive Modeling for Inhibitors of PhoP Regulon in S. typhi on High-Throughput Screening Bioassay Dataset","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954286308&doi=10.1007%2fs12539-015-0273-x&partnerID=40&md5=49b30d1ecc542338774ed77b92fa6e4d","Cost-sensitive learning; High-throughput screening (HTS); Machine learning; Maximum common substructure (MCS); Molecular descriptor; PhoP regulon; Random forest; Salmonella typhi"
"Understanding cell homing-based tissue regeneration from the perspective of materials","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941796949&doi=10.1039%2fc5tb01188d&partnerID=40&md5=c65b9bc60264aa0aa0a0d0570e5b146f",""
"Cell attachment and proliferation of human adipose-derived stem cells on PLGA/chitosan electrospun nano-biocomposite","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943394085&partnerID=40&md5=1c11d4c4c99be92c7da85c0c1483197c","Chitosan; Mesenchymal Stem Cell; PLGA; Scaffold"
"A PRELIMINARY STUDY ON SMALL INTESTINAL SUBMUCOSA-SILK COMPOSITE SCAFFOLD TO RECONSTRUCT ANTERIOR CRUCIATE LIGAMENT","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989782437&partnerID=40&md5=bfa46426568ee7a527aba8e3172370fc",""
"3D imaging of cell interactions with electrospun PLGA nanofiber membranes for bone regeneration","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944276460&doi=10.1016%2fj.actbio.2015.09.003&partnerID=40&md5=844b24d87c589688552ad1918137397e","3D imaging; 3D tomography; Electrospinning; FIB-SEM; Nanofibers; Osteoblast; PLGA; Tissue engineering"
"The influence of vascularization of transplanted processed allograft nerve on return of motor function in rats","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959183282&doi=10.1002%2fmicr.22371&partnerID=40&md5=6a47f8c9f4cd3a65f0c7fc3235da0bd3",""
"Classification of photogrammetric point clouds of scaffolds for construction site monitoring using subspace clustering and PCA","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978177192&doi=10.5194%2fisprsarchives-XLI-B3-725-2016&partnerID=40&md5=da344618db980faa1ac7d647e1b84f01","Classification; PCA; Photogrammetric point clouds; Scaffolding components; Subspace clustering"
"Evaluation of a polyethylene glycol-osteogenic protein-1 system on alveolar bone regeneration in the mini-pig","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939533812&doi=10.1563%2fAAID-JOI-D-13-00307&partnerID=40&md5=db45d53507d900caa21be2e8675cfb74","Alveolar bone regeneration; Dose response; Minipig histomorphometry; Osteogenic protein-1; Polyethylene glycol"
"Self-renewal of human embryonic stem cells on defined synthetic electrospun nanofibers","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950129499&doi=10.1088%2f1748-6041%2f10%2f6%2f065017&partnerID=40&md5=e9c543fca6a6702e1eb0493f674e8686","clonogenicity; embryonic stem cell; hypoxia; nanofibers; nanotopography; pluripotency"
"Multifunctional copolymer coating of polyethylene glycol, glycidyl methacrylate, and REDV to enhance the selectivity of endothelial cells","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947613220&doi=10.1080%2f09205063.2015.1095024&partnerID=40&md5=7538ec5126029330f1ba9f72435be5b7","anti-fouling; ECs selectivity; GMA; multifunctional coating; PEGMA"
"Polystyrene scaffolds based on microfibers as a bone substitute; Development and in vitro study","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952639796&doi=10.1016%2fj.actbio.2015.10.042&partnerID=40&md5=b6d5792520203d67b4ac252c6254f5ad","Cell culture; Electrospinning; Fibers orientation; Microfibers; Polystyrene"
"Bone regeneration potential of biphasic nanocalcium phosphate with high hydroxyapatite/tricalcium phosphate ratios in rabbit calvarial defects","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984950713&doi=10.11607%2fjomi.4531&partnerID=40&md5=0c671bc761a14c492eaca2ee41f18dab","Biphasic calcium phosphate; Histomorphometry; Micro-CT; Nanohydroxyapatite; Rabbit"
"Geometrical versus random β-TCP scaffolds: Exploring the effects on Schwann cell growth and behavior","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956623176&doi=10.1371%2fjournal.pone.0139820&partnerID=40&md5=68fdd50d7544f527fd0c4aa270ec1da0",""
"A 3D printed TCP/HA structure as a new osteoconductive scaffold for vertical bone augmentation","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963935865&doi=10.1111%2fclr.12503&partnerID=40&md5=b3d03051d2de65268b9c734844a0a8d1","Animal experiments; Bone regeneration; Bone substitutes; Guided tissue regeneration"
"HEATR1 negatively regulates akt to help sensitize pancreatic cancer cells to chemotherapy","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958179019&doi=10.1158%2f0008-5472.CAN-15-0671&partnerID=40&md5=97d0668b64cee32d8cbc4a5e57c24e68",""
"Fecal excretion of orally administered collagen-like peptides in rats: Contribution of the triple-helical conformation to their stability","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954436214&doi=10.1248%2fbpb.b15-00561&partnerID=40&md5=6dd2c001e7e490fcc5fc3a2b746834e6","Collagen; Digestion; Feces; Peptide; Triple helix"
"An overview of molecular fingerprint similarity search in virtual screening","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957436465&doi=10.1517%2f17460441.2016.1117070&partnerID=40&md5=1e8e1fb987f868cc6a6bc06efefae3c1","Compound acquisition; hit expansion; pharmacophore fingerprint; predictive modeling; scaffold hopping"
"Cell-mediated remodeling of biomimetic encapsulating hydrogels triggered by adipogenic differentiation of adipose stem cells","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042395572&doi=10.1177%2f2041731416670482&partnerID=40&md5=aa4775d0b5ba1682ac53ad029172939f","Adipose stem cells; Arg–Gly–Asp; biodegradable; biomimetic; MMP3; poly(ethylene)-glycol hydrogel; regenerative medicine"
"Simple method to generate and fabricate stochastic porous scaffolds","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937032736&doi=10.1016%2fj.msec.2015.06.039&partnerID=40&md5=47262e02f6f77d96d53a9598cae6d26c","Additive manufacturing; Function-based method; Stochastic porous scaffold"
"Fabrication and investigation of nanofibrous matrices as esophageal tissue scaffolds using human non-keratinized, stratified, squamous epithelial cells","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961152387&doi=10.1039%2fc5ra24303c&partnerID=40&md5=d773544c4eb207dab3e0c60703da87d8",""
"Constant-pH MD Simulations Portray the Protonation and Structural Behavior of Four Decapeptides Designed to Coordinate Cu2+","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959440690&doi=10.1021%2facs.jpcb.5b12052&partnerID=40&md5=4ad9f48bfccc439037f856fbe701433f",""
"Regenerative potential of immature permanent non-vital teeth following different dentin surface treatments","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978025190&doi=10.1016%2fj.etp.2015.12.001&partnerID=40&md5=a51673d06cc02dc926c8fd4d8818c84a","Dentin surface treatment; Ethylenediaminetetraacetic acid; Immature teeth; Mixture Tetracycline Citric Acid and Detergent; Necrotic pulp; Regeneration"
"Modeling of diffusive behavior of macromolecules encapsulated in electrospun fibers","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021688477&doi=10.1115%2fIMECE2016-67770&partnerID=40&md5=1b743de5a817bb04f84a7c3e30ac3c1a",""
"In vivo evaluation of a novel oriented scaffold-BMSC construct for enhancing full-thickness articular cartilage repair in a rabbit model","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956901836&doi=10.1371%2fjournal.pone.0145667&partnerID=40&md5=6b01a012f48d8540b8648894eb75a952",""
